authorId,name,affiliations,email
1716323,D. Memmert,Harvard University,D._Memmert@gmail.com
143836892,J. Perl,University of Pennsylvania,J._Perl@gmail.com
2112851762,Jin Shi,Massachusetts Institute of Technology,Jin_Shi@gmail.com
2285071262,Yin Lu,University of Washington,Yin_Lu@gmail.com
2285880465,Li Xie,Stanford University,Li_Xie@gmail.com
144018135,Xin Kang,"University of California, Los Angeles",Xin_Kang@gmail.com
144142357,Rui Zhang,University of Oxford,Rui_Zhang@gmail.com
1770486,M. Motani,University of Cambridge,M._Motani@gmail.com
38295334,Q. Song,University of Cambridge,Q._Song@gmail.com
143634612,G. Yin,California Institute of Technology,G._Yin@gmail.com
2109336475,Zhimin Zhang,Columbia University,Zhimin_Zhang@gmail.com
1768181,William van der Sterren,University of Oxford,William_van_der_Sterren@gmail.com
50488319,Paden Shorey,University of Michigan,Paden_Shorey@gmail.com
2320954,Audrey Girouard,Princeton University,Audrey_Girouard@gmail.com
97213203,Marilyn L. Grechus,Harvard University,Marilyn_L._Grechus@gmail.com
2110851001,Jim Brown,Yale University,Jim_Brown@gmail.com
144298043,Jaime Sánchez,Columbia University,Jaime_Sánchez@gmail.com
30909071,Álvaro Salinas,University of Michigan,Álvaro_Salinas@gmail.com
39385532,Mauricio Sáenz,University of Pennsylvania,Mauricio_Sáenz@gmail.com
66315156,Blanco Encalada,California Institute of Technology,Blanco_Encalada@gmail.com
1785624,Vittorio Bilò,University of Chicago,Vittorio_Bilò@gmail.com
103873302,Robert Bove,University of Cambridge,Robert_Bove@gmail.com
2797013,Jesper Juul,University of Oxford,Jesper_Juul@gmail.com
1717963,S. Rass,Columbia University,S._Rass@gmail.com
1888102,Boreum Choi,University of Cambridge,Boreum_Choi@gmail.com
1802998,Inseong Lee,University of Cambridge,Inseong_Lee@gmail.com
2517740,Dongseong Choi,University of Pennsylvania,Dongseong_Choi@gmail.com
2116328984,Jinwoo Kim,University of Chicago,Jinwoo_Kim@gmail.com
143823506,H. Donkers,Massachusetts Institute of Technology,H._Donkers@gmail.com
145495343,J. Uiterwijk,University of Michigan,J._Uiterwijk@gmail.com
144834571,A. Voogt,Columbia University,A._Voogt@gmail.com
145215783,S. Sorin,"University of California, Los Angeles",S._Sorin@gmail.com
98232539,J. Benthem,Columbia University,J._Benthem@gmail.com
1758755,K. Merrick,Harvard University,K._Merrick@gmail.com
2552303,M. Hardhienata,University of Michigan,M._Hardhienata@gmail.com
144503029,Kamran Shafi,University of Oxford,Kamran_Shafi@gmail.com
1713968,Jiankun Hu,"University of California, Berkeley",Jiankun_Hu@gmail.com
3082187,Rafael Savi,Columbia University,Rafael_Savi@gmail.com
2355912,C. V. Wangenheim,University of Chicago,C._V._Wangenheim@gmail.com
3076734,A. Borgatto,University of Washington,A._Borgatto@gmail.com
153316774,J. Andrew,University of Cambridge,J._Andrew@gmail.com
120647490,S. Henry,Massachusetts Institute of Technology,S._Henry@gmail.com
1418344043,A. N. Yudhisthira,Columbia University,A._N._Yudhisthira@gmail.com
116879422,Yulyani Arifin,University of Washington,Yulyani_Arifin@gmail.com
70048683,S. D. Permai,Columbia University,S._D._Permai@gmail.com
50053016,Sarah I. Endress,University of Chicago,Sarah_I._Endress@gmail.com
1960450,Elisa D. Mekler,Massachusetts Institute of Technology,Elisa_D._Mekler@gmail.com
1767692,K. Opwis,University of Pennsylvania,K._Opwis@gmail.com
1757996,R. Klemke,University of Pennsylvania,R._Klemke@gmail.com
2534790,Stefaan Ternier,University of Cambridge,Stefaan_Ternier@gmail.com
2295803,M. Kalz,Columbia University,M._Kalz@gmail.com
2625702,Birgit Schmitz,University of Cambridge,Birgit_Schmitz@gmail.com
143989442,M. Specht,Massachusetts Institute of Technology,M._Specht@gmail.com
144609251,Jennifer Sabourin,Harvard University,Jennifer_Sabourin@gmail.com
3007154,Lucy R. Shores,Massachusetts Institute of Technology,Lucy_R._Shores@gmail.com
2550618,S. Hjelseth,Princeton University,S._Hjelseth@gmail.com
145910180,A. Morrison,California Institute of Technology,A._Morrison@gmail.com
34772704,K. Nordby,"University of California, Berkeley",K._Nordby@gmail.com
2075376111,Yu Bao,University of Michigan,Yu_Bao@gmail.com
2249588356,Guosun Zeng,California Institute of Technology,Guosun_Zeng@gmail.com
34905047,Rikke Magnussen,"University of California, Los Angeles",Rikke_Magnussen@gmail.com
3015476,G. Svingby,California Institute of Technology,G._Svingby@gmail.com
2095003529,Rune Jönsson,Yale University,Rune_Jönsson@gmail.com
1725157,T. Schaul,University of Oxford,T._Schaul@gmail.com
145341374,J. Schmidhuber,University of Washington,J._Schmidhuber@gmail.com
145269008,J. Zagal,"University of California, Berkeley",J._Zagal@gmail.com
1726792,G. J. Nalepa,University of Chicago,G._J._Nalepa@gmail.com
25894913,Barbara Gizycka,Stanford University,Barbara_Gizycka@gmail.com
3258951,K. Kutt,"University of California, Los Angeles",K._Kutt@gmail.com
11330123,J. Argasiński,Columbia University,J._Argasiński@gmail.com
32691087,R. Rezin,University of Michigan,R._Rezin@gmail.com
2836331,Ilya M. Afanasyev,Columbia University,Ilya_M._Afanasyev@gmail.com
144527006,M. Mazzara,University of Washington,M._Mazzara@gmail.com
144385660,V. Rivera,University of Pennsylvania,V._Rivera@gmail.com
1732285,Jason Begy,"University of California, San Diego",Jason_Begy@gmail.com
52367308,Ravi Purushotma,University of Pennsylvania,Ravi_Purushotma@gmail.com
2507796,S. Thorne,California Institute of Technology,S._Thorne@gmail.com
52615500,J. Wheatley,University of Pennsylvania,J._Wheatley@gmail.com
144163068,T. Mills,University of Pennsylvania,T._Mills@gmail.com
3210937,S. Lessard,Yale University,S._Lessard@gmail.com
1681530,Michael Bradley Johanson,DeepMind,Michael_Bradley_Johanson@gmail.com
3122645,Boualem Djehiche,University of Oxford,Boualem_Djehiche@gmail.com
1773778,H. Tembine,Massachusetts Institute of Technology,H._Tembine@gmail.com
2871176,Takashi Ui,University of Chicago,Takashi_Ui@gmail.com
27011207,Tom Gedeon,"'ANU, Murdoch University, UNSW, Brunel University, Flinders University, UWA, Curtin University'",Tom_Gedeon@gmail.com
2607684,Dingyun Zhu,California Institute of Technology,Dingyun_Zhu@gmail.com
145215033,B. Mendis,Yale University,B._Mendis@gmail.com
1686360,Wang-Chien Lee,University of Chicago,Wang-Chien_Lee@gmail.com
1692152,Lee,'Hong Kong University of Science and Technology',Lee@gmail.com
1741196,S. Kiranyaz,University of Pennsylvania,S._Kiranyaz@gmail.com
35327641,S. Harkins,Yale University,S._Harkins@gmail.com
35510243,Martin W. P. Reid,Harvard University,Martin_W._P._Reid@gmail.com
1741158,P. Atzeni,University of Cambridge,P._Atzeni@gmail.com
1682406,A. Mendelzon,University of Cambridge,A._Mendelzon@gmail.com
1785690,G. Mecca,Princeton University,G._Mecca@gmail.com
145635430,R. Cowie,University of Cambridge,R._Cowie@gmail.com
1400943991,E. Douglas-Cowie,"University of California, Los Angeles",E._Douglas-Cowie@gmail.com
33199546,Cate Cox,Princeton University,Cate_Cox@gmail.com
1703204,Juan Sequeda,'data.world',Juan_Sequeda@gmail.com
2787942,Freddy Priyatna,University of Cambridge,Freddy_Priyatna@gmail.com
1398348791,B. Villazón-Terrazas,"University of California, Los Angeles",B._Villazón-Terrazas@gmail.com
1683556,G. Wiederhold,California Institute of Technology,G._Wiederhold@gmail.com
1760085,J. Kacprzyk,University of Oxford,J._Kacprzyk@gmail.com
1759803,S. Zadrożny,Columbia University,S._Zadrożny@gmail.com
1978719,V. Vesna,University of Michigan,V._Vesna@gmail.com
48691553,Su Zhang,Stanford University,Su_Zhang@gmail.com
1932524,Xinming Ou,University of Pennsylvania,Xinming_Ou@gmail.com
1736546,Doina Caragea,'Kansas State University',Doina_Caragea@gmail.com
1832291,W. Takano,Harvard University,W._Takano@gmail.com
144971290,K. Yamane,Princeton University,K._Yamane@gmail.com
2173160556,Yoshihiko Nakamura,University of Pennsylvania,Yoshihiko_Nakamura@gmail.com
1703130,T. Reps,Princeton University,T._Reps@gmail.com
2109434985,Dong-chan Lee,Yale University,Dong-chan_Lee@gmail.com
2108105012,Sangjin Lee,California Institute of Technology,Sangjin_Lee@gmail.com
83360169,Yeonguk Yu,Yale University,Yeonguk_Yu@gmail.com
2117904339,Yoonjoong Kim,Harvard University,Yoonjoong_Kim@gmail.com
1411043056,S. Agrawal,"University of California, Berkeley",S._Agrawal@gmail.com
145647476,S. Chaudhuri,California Institute of Technology,S._Chaudhuri@gmail.com
145080425,Gautam Das,Yale University,Gautam_Das@gmail.com
1682878,A. Gionis,University of Washington,A._Gionis@gmail.com
2285291156,Jun Rao,California Institute of Technology,Jun_Rao@gmail.com
31323598,Dany Laksono,University of Washington,Dany_Laksono@gmail.com
2474096,S. Laulederkind,"University of California, Berkeley",S._Laulederkind@gmail.com
4383002,M. Tutaj,Princeton University,M._Tutaj@gmail.com
47692442,M. Shimoyama,Princeton University,M._Shimoyama@gmail.com
145708964,G. Hayman,California Institute of Technology,G._Hayman@gmail.com
1393291803,T. Lowry,Columbia University,T._Lowry@gmail.com
145536002,Rajni Nigam,Massachusetts Institute of Technology,Rajni_Nigam@gmail.com
1916288,V. Petri,"University of California, Berkeley",V._Petri@gmail.com
2109847248,Jennifer R. Smith,"University of California, Berkeley",Jennifer_R._Smith@gmail.com
2109448525,Shur-Jen Wang,"University of California, San Diego",Shur-Jen_Wang@gmail.com
7144057,J. D. Pons,Yale University,J._D._Pons@gmail.com
1849436,M. Dwinell,University of Pennsylvania,M._Dwinell@gmail.com
21744050,H. Jacob,Massachusetts Institute of Technology,H._Jacob@gmail.com
145717652,H. Schuldt,California Institute of Technology,H._Schuldt@gmail.com
1734200,H. Schek,University of Chicago,H._Schek@gmail.com
33049010,Markus Tresch,Massachusetts Institute of Technology,Markus_Tresch@gmail.com
48792798,C. Mulligan,University of Washington,C._Mulligan@gmail.com
143934203,D. Kelly,Columbia University,D._Kelly@gmail.com
35223271,G. Thomas,"University of California, Los Angeles",G._Thomas@gmail.com
2787508,C. Waterton,California Institute of Technology,C._Waterton@gmail.com
47489005,M. Váradi,"University of California, San Diego",M._Váradi@gmail.com
26591876,S. Velankar,California Institute of Technology,S._Velankar@gmail.com
145794456,Stéphane Jean,University of Chicago,Stéphane_Jean@gmail.com
3438088,H. Dehainsala,University of Chicago,H._Dehainsala@gmail.com
1743133,D. Xuan,"University of California, San Diego",D._Xuan@gmail.com
1748676,G. Pierra,California Institute of Technology,G._Pierra@gmail.com
1684379,Ladjel Bellatreche,Columbia University,Ladjel_Bellatreche@gmail.com
1708081,Y. A. Ameur,Stanford University,Y._A._Ameur@gmail.com
145188857,A. Elmagarmid,Yale University,A._Elmagarmid@gmail.com
145553355,E. Gordon,Columbia University,E._Gordon@gmail.com
49401455,L. Konopka,University of Michigan,L._Konopka@gmail.com
2235792,E. Ozkarahan,"University of California, Berkeley",E._Ozkarahan@gmail.com
144463965,A. Sheth,"University of California, San Diego",A._Sheth@gmail.com
22134418,Ming T. Liu,Massachusetts Institute of Technology,Ming_T._Liu@gmail.com
1798269,J. Spilka,"University of California, San Diego",J._Spilka@gmail.com
1797654,V. Chudácek,University of Cambridge,V._Chudácek@gmail.com
1800404,M. Huptych,California Institute of Technology,M._Huptych@gmail.com
48077877,R. Leonarduzzi,University of Oxford,R._Leonarduzzi@gmail.com
1731012,P. Abry,California Institute of Technology,P._Abry@gmail.com
2176433,M. Doret,Stanford University,M._Doret@gmail.com
1684457,M. Dunham,Yale University,M._Dunham@gmail.com
1982649,María del Mar Roldán García,Yale University,María_del_Mar_Roldán_García@gmail.com
1743835,J. F. A. Montes,Columbia University,J._F._A._Montes@gmail.com
2324949,M. Barreca,University of Oxford,M._Barreca@gmail.com
145064289,A. Rao,Stanford University,A._Rao@gmail.com
36604738,L. Luca,Massachusetts Institute of Technology,L._Luca@gmail.com
144508067,M. Zappalà,Harvard University,M._Zappalà@gmail.com
2584469,Cristina Gurnari,University of Oxford,Cristina_Gurnari@gmail.com
2558631,P. Monforte,"University of California, Los Angeles",P._Monforte@gmail.com
2105361,E. Clercq,Stanford University,E._Clercq@gmail.com
2977596,B. V. Maele,University of Pennsylvania,B._V._Maele@gmail.com
1906922,Z. Debyser,Princeton University,Z._Debyser@gmail.com
3058439,M. Witvrouw,"University of California, Los Angeles",M._Witvrouw@gmail.com
90643212,J. Briggs,University of Pennsylvania,J._Briggs@gmail.com
1873312,A. Chimirri,"University of California, Berkeley",A._Chimirri@gmail.com
2283085,A. Meliou,"University of California, San Diego",A._Meliou@gmail.com
31938009,Sudeepa Roy,Yale University,Sudeepa_Roy@gmail.com
144823759,Dan Suciu,'University of Washington',Dan_Suciu@gmail.com
2304487,Y. Amghar,"University of California, Los Angeles",Y._Amghar@gmail.com
47531065,Madjid Meziane,Yale University,Madjid_Meziane@gmail.com
144989167,A. Flory,University of Michigan,A._Flory@gmail.com
1598458883,Sajani Vithana,Harvard University,Sajani_Vithana@gmail.com
1744394,S. Ulukus,Princeton University,S._Ulukus@gmail.com
